Percent Black or African American alone,Percent White,Percent Hispanic or Latino,Share of properties at risk of flood in 30 years,Percent pre-1960s housing (lead paint indicator),Share of the tract's land area that is covered by impervious surface or cropland as a percent,Percent of individuals < 100% Federal Poverty Line
0.06,0.73,0.1,5.0,20.0,3401.0,11.0
0.05,0.8,0.07,3.0,26.0,2360.0,6.0
0.06,0.75,0.05,3.0,5.0,2391.0,2.0
0.06,0.71,0.11,3.0,11.0,4333.0,6.0
0.06,0.7,0.14,1.0,4.0,3709.0,2.0
0.02,0.77,0.15,0.0,7.0,3978.0,2.0
0.03,0.77,0.08,3.0,11.0,769.0,7.0
0.12,0.54,0.34,3.0,49.0,3077.0,10.0
0.15,0.27,0.52,2.0,39.0,3966.0,17.0
0.08,0.43,0.47,1.0,48.0,4312.0,12.0
0.04,0.39,0.53,3.0,46.0,4519.0,22.0
0.03,0.73,0.12,1.0,6.0,4099.0,5.0
0.01,0.78,0.09,6.0,16.0,1242.0,9.0
0.07,0.71,0.13,9.0,36.0,988.0,5.0
0.08,0.68,0.13,2.0,10.0,1982.0,6.0
0.04,0.77,0.11,2.0,13.0,2411.0,4.0
0.02,0.84,0.07,2.0,17.0,1899.0,7.0
0.08,0.75,0.09,0.0,9.0,2579.0,0.0
0.0,0.79,0.1,0.0,6.0,3397.0,3.0
0.02,0.82,0.1,1.0,7.0,2601.0,1.0
0.0,0.86,0.09,2.0,13.0,934.0,7.0
0.0,0.78,0.15,2.0,37.0,3020.0,18.0
0.03,0.82,0.05,3.0,16.0,3879.0,4.0
0.06,0.86,0.03,2.0,53.0,2331.0,2.0
0.01,0.9,0.03,90.0,27.0,740.0,5.0
0.05,0.68,0.14,5.0,35.0,3774.0,9.0
0.05,0.83,0.02,3.0,54.0,3003.0,2.0
0.0,0.89,0.06,5.0,76.0,3753.0,9.0
0.01,0.83,0.09,3.0,7.0,1520.0,4.0
0.02,0.81,0.07,3.0,24.0,2238.0,4.0
,,,,0.0,2.0,
0.0,0.79,0.14,31.0,33.0,1345.0,5.0
0.03,0.79,0.1,13.0,35.0,1214.0,1.0
0.0,0.83,0.1,22.0,66.0,2556.0,7.0
0.0,0.88,0.08,3.0,17.0,2127.0,4.0
0.0,0.79,0.14,12.0,28.0,3071.0,6.0
0.01,0.7,0.18,15.0,54.0,3844.0,5.0
0.0,0.78,0.18,6.0,41.0,2982.0,3.0
0.0,0.76,0.13,4.0,45.0,450.0,2.0
0.0,0.88,0.04,6.0,30.0,243.0,4.0
0.01,0.82,0.03,5.0,29.0,498.0,6.0
0.0,0.62,0.09,7.0,12.0,2245.0,3.0
0.0,0.62,0.09,8.0,14.0,1775.0,2.0
0.0,0.76,0.04,5.0,19.0,1098.0,1.0
0.0,0.83,0.03,10.0,31.0,291.0,2.0
0.02,0.71,0.11,6.0,70.0,2836.0,5.0
0.08,0.67,0.16,7.0,62.0,2207.0,3.0
0.0,0.81,0.04,7.0,66.0,817.0,1.0
0.0,0.87,0.05,12.0,52.0,664.0,9.0
0.02,0.84,0.04,29.0,66.0,1783.0,1.0
0.03,0.76,0.07,2.0,19.0,1082.0,2.0
0.04,0.5,0.06,1.0,7.0,1196.0,7.0
0.03,0.65,0.1,4.0,49.0,2370.0,3.0
0.05,0.44,0.09,10.0,18.0,2244.0,4.0
0.01,0.64,0.08,6.0,44.0,1748.0,2.0
0.02,0.47,0.05,1.0,42.0,3429.0,2.0
0.05,0.61,0.14,21.0,59.0,2986.0,5.0
0.06,0.45,0.15,10.0,12.0,2946.0,4.0
0.0,0.55,0.02,4.0,9.0,3481.0,20.0
0.03,0.42,0.13,5.0,16.0,1543.0,1.0
0.08,0.33,0.06,0.0,23.0,4223.0,5.0
0.0,0.49,0.13,10.0,42.0,2942.0,3.0
0.0,0.48,0.1,5.0,10.0,1451.0,1.0
0.0,0.72,0.17,12.0,27.0,1333.0,0.0
0.02,0.7,0.11,4.0,17.0,2973.0,4.0
0.0,0.74,0.08,7.0,26.0,2501.0,2.0
0.02,0.83,0.04,4.0,48.0,1858.0,1.0
0.03,0.74,0.04,4.0,24.0,2586.0,2.0
0.01,0.79,0.13,4.0,77.0,2270.0,1.0
0.02,0.83,0.04,7.0,25.0,2196.0,1.0
0.0,0.85,0.07,5.0,66.0,1862.0,2.0
0.05,0.73,0.08,5.0,19.0,1977.0,10.0
0.01,0.76,0.1,6.0,78.0,1827.0,1.0
0.0,0.85,0.03,7.0,74.0,2053.0,0.0
0.06,0.71,0.08,1.0,49.0,2682.0,6.0
0.05,0.75,0.14,5.0,70.0,2692.0,4.0
0.01,0.9,0.01,3.0,56.0,1589.0,3.0
0.03,0.75,0.11,1.0,66.0,1582.0,6.0
0.17,0.58,0.18,3.0,38.0,2929.0,6.0
0.01,0.83,0.08,3.0,30.0,1958.0,7.0
0.0,0.82,0.1,4.0,23.0,1323.0,1.0
0.02,0.75,0.14,6.0,49.0,1191.0,3.0
0.07,0.81,0.04,6.0,39.0,374.0,9.0
0.17,0.17,0.62,6.0,54.0,2891.0,18.0
0.08,0.63,0.13,14.0,41.0,4242.0,6.0
0.03,0.79,0.04,12.0,46.0,2857.0,10.0
0.06,0.51,0.37,17.0,54.0,3099.0,7.0
0.0,0.86,0.02,2.0,27.0,1369.0,3.0
0.02,0.73,0.04,9.0,33.0,419.0,2.0
0.0,0.87,0.04,13.0,33.0,544.0,0.0
0.0,0.88,0.05,14.0,40.0,489.0,4.0
0.01,0.92,0.02,6.0,38.0,268.0,5.0
0.01,0.67,0.18,8.0,50.0,2984.0,3.0
0.0,0.88,0.05,12.0,39.0,386.0,1.0
0.04,0.77,0.1,7.0,37.0,1195.0,3.0
0.05,0.77,0.12,10.0,42.0,2015.0,6.0
0.04,0.78,0.11,2.0,7.0,1966.0,6.0
0.03,0.63,0.19,5.0,37.0,2570.0,3.0
0.0,0.92,0.04,12.0,28.0,557.0,5.0
0.0,0.86,0.04,6.0,23.0,240.0,3.0
0.01,0.9,0.05,16.0,52.0,616.0,5.0
0.09,0.76,0.04,20.0,23.0,374.0,5.0
0.11,0.15,0.7,30.0,65.0,4673.0,7.0
0.05,0.22,0.68,3.0,48.0,2396.0,9.0
0.08,0.23,0.64,19.0,69.0,4057.0,14.0
0.01,0.37,0.51,7.0,47.0,2725.0,8.0
0.02,0.53,0.32,5.0,50.0,880.0,7.0
0.02,0.81,0.12,14.0,45.0,1007.0,3.0
0.06,0.67,0.24,5.0,22.0,1340.0,3.0
0.1,0.7,0.14,6.0,44.0,1388.0,13.0
0.0,0.85,0.04,8.0,26.0,1254.0,2.0
0.07,0.79,0.05,13.0,18.0,1206.0,3.0
0.09,0.26,0.58,1.0,57.0,3258.0,14.0
0.04,0.5,0.18,2.0,19.0,2022.0,7.0
0.04,0.77,0.09,3.0,25.0,549.0,4.0
0.03,0.72,0.13,2.0,13.0,897.0,3.0
0.0,0.85,0.05,3.0,12.0,552.0,0.0
0.0,0.86,0.06,7.0,25.0,199.0,2.0
0.01,0.82,0.13,1.0,28.0,1696.0,7.0
0.01,0.86,0.04,3.0,21.0,542.0,1.0
0.07,0.75,0.13,6.0,51.0,3074.0,10.0
0.08,0.76,0.11,56.0,12.0,1879.0,9.0
0.09,0.63,0.18,6.0,6.0,1215.0,6.0
0.05,0.74,0.14,3.0,24.0,1002.0,10.0
0.04,0.65,0.13,3.0,13.0,914.0,2.0
0.0,0.82,0.08,4.0,9.0,1054.0,3.0
0.0,0.87,0.05,6.0,17.0,380.0,2.0
0.01,0.93,0.06,7.0,16.0,689.0,3.0
0.0,0.87,0.08,10.0,17.0,1399.0,4.0
0.07,0.7,0.08,6.0,21.0,1261.0,2.0
0.01,0.9,0.04,3.0,32.0,591.0,2.0
0.0,0.91,0.05,69.0,55.0,4235.0,9.0
0.0,0.9,0.08,14.0,50.0,4417.0,3.0
0.0,0.84,0.13,8.0,41.0,4247.0,1.0
0.0,0.95,0.04,10.0,35.0,5366.0,1.0
0.0,0.89,0.1,81.0,21.0,5154.0,3.0
0.0,0.91,0.03,87.0,51.0,2584.0,3.0
0.02,0.81,0.13,8.0,19.0,3743.0,4.0
0.04,0.89,0.06,3.0,20.0,4033.0,4.0
0.0,0.92,0.05,2.0,14.0,1987.0,1.0
0.02,0.81,0.14,1.0,8.0,3689.0,3.0
0.04,0.74,0.15,1.0,9.0,3104.0,10.0
0.0,0.94,0.01,6.0,6.0,5017.0,10.0
0.04,0.8,0.12,4.0,17.0,3978.0,8.0
0.05,0.87,0.05,5.0,35.0,3731.0,11.0
0.02,0.89,0.03,7.0,14.0,3544.0,5.0
0.0,0.88,0.06,16.0,39.0,3883.0,2.0
0.0,0.89,0.06,54.0,32.0,2006.0,1.0
0.0,0.83,0.13,42.0,45.0,1264.0,5.0
0.01,0.71,0.22,10.0,29.0,3237.0,15.0
0.01,0.83,0.11,1.0,10.0,4763.0,4.0
0.05,0.86,0.06,29.0,1.0,4036.0,9.0
0.02,0.82,0.11,53.0,22.0,2980.0,5.0
0.02,0.95,0.01,83.0,13.0,2025.0,6.0
0.0,0.88,0.02,85.0,23.0,2397.0,5.0
0.06,0.59,0.3,3.0,4.0,2746.0,20.0
0.01,0.82,0.14,4.0,9.0,3270.0,27.0
0.03,0.85,0.1,2.0,13.0,4353.0,25.0
0.0,0.92,0.06,5.0,19.0,6720.0,46.0
0.0,0.96,0.02,4.0,19.0,1878.0,33.0
0.0,0.97,0.01,0.0,23.0,3363.0,45.0
0.01,0.9,0.08,6.0,16.0,2302.0,14.0
0.03,0.83,0.14,4.0,7.0,3499.0,31.0
0.01,0.88,0.08,3.0,2.0,3452.0,23.0
0.03,0.79,0.15,4.0,1.0,3513.0,13.0
0.13,0.61,0.11,0.0,4.0,3782.0,22.0
0.1,0.64,0.24,1.0,18.0,3342.0,8.0
0.02,0.91,0.04,1.0,4.0,4024.0,6.0
0.11,0.76,0.08,1.0,7.0,2095.0,14.0
0.07,0.69,0.14,1.0,10.0,2626.0,12.0
0.05,0.77,0.12,1.0,8.0,1925.0,2.0
0.02,0.79,0.08,2.0,6.0,1643.0,5.0
0.05,0.86,0.07,4.0,6.0,963.0,1.0
0.04,0.82,0.08,3.0,13.0,755.0,2.0
0.01,0.82,0.13,8.0,9.0,341.0,3.0
0.09,0.77,0.07,1.0,6.0,1817.0,9.0
0.03,0.88,0.06,3.0,17.0,1596.0,2.0
0.02,0.87,0.09,5.0,28.0,2514.0,4.0
0.02,0.92,0.04,6.0,3.0,710.0,4.0
0.05,0.81,0.08,4.0,5.0,441.0,18.0
0.05,0.91,0.03,1.0,6.0,1927.0,7.0
0.0,0.92,0.04,2.0,3.0,2110.0,9.0
0.07,0.89,0.0,2.0,16.0,2323.0,6.0
0.02,0.87,0.06,4.0,2.0,3310.0,2.0
0.04,0.7,0.15,11.0,11.0,3758.0,3.0
0.02,0.92,0.02,1.0,4.0,2577.0,2.0
0.04,0.83,0.04,7.0,3.0,2198.0,6.0
0.07,0.73,0.14,2.0,51.0,3328.0,7.0
0.07,0.81,0.07,1.0,0.0,2578.0,4.0
0.11,0.72,0.11,2.0,3.0,2554.0,10.0
0.02,0.82,0.04,3.0,9.0,2608.0,5.0
0.0,0.91,0.05,5.0,12.0,3156.0,9.0
0.03,0.83,0.11,1.0,9.0,2104.0,2.0
0.01,0.88,0.04,57.0,14.0,2538.0,8.0
0.01,0.88,0.07,86.0,12.0,3994.0,5.0
0.0,0.94,0.03,87.0,43.0,1694.0,12.0
0.0,0.94,0.05,43.0,8.0,1028.0,3.0
0.01,0.88,0.06,2.0,2.0,3033.0,3.0
0.02,0.81,0.11,0.0,7.0,4269.0,5.0
0.07,0.55,0.24,8.0,5.0,4737.0,8.0
0.04,0.66,0.18,3.0,7.0,4142.0,10.0
0.05,0.76,0.08,2.0,26.0,2606.0,9.0
0.07,0.78,0.06,9.0,53.0,5125.0,4.0
0.0,0.85,0.12,5.0,14.0,3795.0,10.0
0.0,0.72,0.18,23.0,17.0,3874.0,9.0
0.0,0.87,0.04,96.0,21.0,3195.0,2.0
0.08,0.83,0.04,61.0,52.0,1782.0,12.0
0.01,0.93,0.04,23.0,51.0,2332.0,10.0
0.15,0.56,0.22,9.0,27.0,3820.0,13.0
0.0,0.92,0.04,4.0,16.0,2162.0,8.0
0.05,0.8,0.11,4.0,11.0,4646.0,11.0
0.03,0.86,0.08,6.0,52.0,5217.0,4.0
0.0,0.85,0.03,22.0,62.0,2550.0,0.0
0.0,0.94,0.03,94.0,39.0,2998.0,7.0
0.0,0.96,0.02,95.0,24.0,3796.0,8.0
0.02,0.78,0.16,83.0,49.0,2696.0,9.0
0.02,0.89,0.08,89.0,59.0,3337.0,12.0
0.02,0.87,0.11,4.0,46.0,4060.0,7.0
0.0,0.88,0.05,75.0,10.0,1140.0,5.0
0.0,0.85,0.12,63.0,20.0,745.0,7.0
0.01,0.74,0.18,30.0,20.0,2133.0,12.0
0.01,0.8,0.14,3.0,8.0,2839.0,11.0
0.01,0.85,0.09,4.0,5.0,1610.0,1.0
0.0,0.92,0.06,2.0,2.0,4741.0,7.0
0.02,0.92,0.03,3.0,2.0,4094.0,5.0
0.0,0.96,0.03,1.0,4.0,1708.0,5.0
0.0,0.92,0.01,11.0,1.0,668.0,7.0
0.15,0.7,0.12,4.0,4.0,2939.0,10.0
0.0,0.95,0.02,10.0,6.0,5339.0,11.0
0.0,0.96,0.01,6.0,5.0,240.0,2.0
0.02,0.88,0.08,2.0,13.0,2319.0,16.0
0.0,0.99,0.0,56.0,19.0,1964.0,4.0
0.0,0.94,0.04,75.0,8.0,1833.0,3.0
0.0,0.9,0.06,83.0,16.0,590.0,4.0
0.0,0.94,0.02,22.0,17.0,630.0,7.0
0.04,0.89,0.04,3.0,1.0,679.0,1.0
0.04,0.85,0.08,25.0,6.0,1594.0,11.0
0.1,0.8,0.08,4.0,5.0,654.0,12.0
0.0,0.88,0.07,2.0,1.0,4160.0,6.0
0.05,0.85,0.05,4.0,3.0,609.0,7.0
0.0,0.88,0.1,3.0,9.0,2549.0,15.0
0.0,0.94,0.05,83.0,6.0,1862.0,8.0
0.0,0.82,0.1,24.0,14.0,569.0,7.0
0.0,0.94,0.03,10.0,9.0,284.0,7.0
0.0,0.94,0.01,32.0,46.0,323.0,4.0
0.0,0.92,0.03,9.0,2.0,656.0,2.0
0.0,0.88,0.06,15.0,3.0,1769.0,12.0
0.0,0.86,0.11,96.0,5.0,2477.0,5.0
0.0,0.92,0.02,49.0,29.0,1687.0,6.0
0.0,0.97,0.0,86.0,38.0,1063.0,11.0
0.0,0.96,0.0,87.0,24.0,1538.0,7.0
0.0,0.97,0.0,86.0,16.0,1326.0,6.0
0.0,0.97,0.01,91.0,34.0,4413.0,4.0
0.0,0.92,0.04,9.0,8.0,604.0,11.0
,,,2.0,0.0,130.0,
,,,16.0,100.0,20.0,
,,,,0.0,1.0,
0.03,0.66,0.23,17.0,55.0,494.0,8.0
0.05,0.53,0.24,1.0,74.0,4821.0,6.0
0.02,0.56,0.23,0.0,70.0,5465.0,4.0
0.04,0.65,0.12,3.0,47.0,3643.0,4.0
0.03,0.62,0.15,6.0,46.0,5208.0,7.0
0.01,0.61,0.16,0.0,71.0,4902.0,4.0
0.04,0.46,0.17,0.0,56.0,4442.0,9.0
0.03,0.61,0.26,11.0,68.0,5828.0,7.0
0.09,0.42,0.31,18.0,41.0,5955.0,10.0
0.03,0.45,0.43,8.0,44.0,6696.0,8.0
0.07,0.45,0.38,3.0,74.0,6664.0,14.0
0.05,0.52,0.35,1.0,72.0,5788.0,8.0
0.12,0.38,0.46,11.0,76.0,6727.0,14.0
0.04,0.26,0.64,6.0,75.0,7183.0,12.0
0.08,0.17,0.69,25.0,80.0,7448.0,10.0
0.04,0.22,0.71,15.0,84.0,6308.0,13.0
0.03,0.21,0.72,11.0,77.0,7868.0,23.0
0.09,0.23,0.62,17.0,59.0,6402.0,12.0
0.13,0.46,0.36,7.0,57.0,3244.0,10.0
0.03,0.82,0.12,5.0,59.0,3160.0,1.0
0.09,0.66,0.23,4.0,64.0,5868.0,8.0
0.05,0.57,0.34,10.0,54.0,3957.0,6.0
0.06,0.76,0.09,12.0,32.0,3644.0,3.0
0.02,0.81,0.1,17.0,76.0,4558.0,5.0
0.01,0.84,0.11,4.0,53.0,2088.0,4.0
0.06,0.01,0.91,43.0,54.0,5889.0,40.0
0.03,0.04,0.95,17.0,86.0,7947.0,33.0
0.1,0.06,0.85,23.0,85.0,8218.0,32.0
0.06,0.04,0.88,6.0,65.0,7591.0,31.0
0.13,0.04,0.82,12.0,76.0,8054.0,37.0
0.14,0.03,0.85,3.0,77.0,6947.0,26.0
0.0,0.92,0.04,2.0,92.0,3945.0,5.0
0.1,0.13,0.71,6.0,56.0,6881.0,19.0
0.09,0.33,0.51,14.0,67.0,5945.0,12.0
0.11,0.34,0.43,5.0,42.0,6186.0,9.0
0.05,0.58,0.34,2.0,67.0,5508.0,17.0
0.06,0.05,0.74,3.0,54.0,8027.0,33.0
0.02,0.0,0.97,4.0,71.0,8400.0,38.0
0.03,0.03,0.91,53.0,60.0,7030.0,58.0
0.16,0.12,0.52,28.0,54.0,6083.0,8.0
0.33,0.08,0.53,12.0,41.0,5661.0,18.0
0.09,0.09,0.43,7.0,79.0,7347.0,31.0
0.09,0.09,0.69,10.0,49.0,6678.0,34.0
0.29,0.04,0.6,1.0,82.0,7038.0,19.0
0.5,0.01,0.47,73.0,76.0,6570.0,27.0
0.52,0.0,0.49,21.0,61.0,7657.0,34.0
0.21,0.01,0.77,4.0,77.0,7868.0,38.0
0.1,0.04,0.86,12.0,59.0,6911.0,21.0
0.27,0.07,0.65,1.0,75.0,6606.0,18.0
0.57,0.02,0.42,13.0,56.0,7730.0,24.0
0.5,0.02,0.5,8.0,47.0,7456.0,26.0
0.55,0.02,0.42,0.0,69.0,7320.0,34.0
0.57,0.0,0.41,8.0,50.0,6954.0,40.0
0.43,0.02,0.54,3.0,54.0,8318.0,34.0
0.2,0.1,0.64,5.0,78.0,7481.0,35.0
0.16,0.21,0.5,9.0,32.0,5478.0,20.0
0.04,0.05,0.83,0.0,50.0,7096.0,44.0
0.1,0.07,0.76,5.0,52.0,3875.0,21.0
0.24,0.09,0.68,31.0,47.0,8583.0,49.0
0.0,0.04,0.94,6.0,60.0,6922.0,19.0
0.17,0.0,0.82,0.0,66.0,7973.0,30.0
0.3,0.01,0.67,2.0,78.0,7669.0,28.0
0.33,0.08,0.56,10.0,75.0,4850.0,14.0
0.58,0.04,0.34,12.0,78.0,5458.0,14.0
0.07,0.05,0.86,11.0,64.0,8050.0,26.0
0.1,0.03,0.86,15.0,56.0,8402.0,30.0
0.14,0.03,0.81,0.0,39.0,7807.0,38.0
0.03,0.42,0.49,0.0,64.0,8088.0,34.0
0.07,0.26,0.59,5.0,60.0,6588.0,11.0
0.09,0.13,0.74,6.0,69.0,7794.0,22.0
0.52,0.06,0.36,37.0,51.0,8149.0,45.0
0.02,0.75,0.17,44.0,65.0,2615.0,6.0
0.01,0.66,0.21,14.0,42.0,2536.0,7.0
0.22,0.21,0.53,2.0,62.0,4527.0,17.0
0.01,0.87,0.06,8.0,49.0,235.0,1.0
0.02,0.78,0.13,10.0,21.0,246.0,1.0
0.02,0.63,0.31,25.0,91.0,3824.0,6.0
0.04,0.72,0.12,10.0,44.0,4796.0,3.0
0.33,0.62,0.03,1.0,0.0,4088.0,72.0
0.05,0.7,0.16,19.0,59.0,2195.0,7.0
0.01,0.83,0.09,20.0,26.0,703.0,4.0
0.11,0.62,0.14,4.0,4.0,1385.0,7.0
0.0,0.84,0.07,8.0,47.0,974.0,0.0
0.0,0.8,0.09,7.0,39.0,1872.0,1.0
0.0,0.73,0.17,8.0,23.0,3330.0,3.0
0.02,0.51,0.19,0.0,18.0,5546.0,5.0
0.0,0.8,0.09,3.0,48.0,2830.0,2.0
0.0,0.83,0.09,5.0,36.0,2423.0,2.0
0.0,0.79,0.11,2.0,21.0,2598.0,2.0
0.01,0.86,0.09,1.0,62.0,2062.0,1.0
0.01,0.79,0.13,3.0,49.0,2509.0,1.0
0.01,0.64,0.26,50.0,48.0,3311.0,10.0
0.01,0.78,0.09,7.0,38.0,328.0,8.0
0.0,0.92,0.05,16.0,46.0,223.0,2.0
0.02,0.73,0.17,8.0,25.0,529.0,4.0
0.0,0.9,0.06,11.0,34.0,358.0,2.0
0.01,0.88,0.06,9.0,33.0,165.0,2.0
0.09,0.5,0.29,4.0,59.0,5046.0,15.0
0.06,0.71,0.18,46.0,29.0,3267.0,7.0
0.48,0.02,0.5,53.0,38.0,6453.0,33.0
0.05,0.83,0.06,10.0,42.0,4010.0,13.0
0.37,0.18,0.41,11.0,80.0,4335.0,20.0
0.28,0.31,0.33,32.0,45.0,4408.0,40.0
0.23,0.48,0.27,17.0,40.0,3112.0,12.0
0.19,0.7,0.07,26.0,47.0,3922.0,14.0
0.05,0.77,0.16,31.0,65.0,3726.0,12.0
0.04,0.9,0.01,4.0,29.0,5833.0,3.0
0.03,0.82,0.08,2.0,48.0,3557.0,8.0
0.01,0.88,0.04,5.0,31.0,6411.0,11.0
0.01,0.91,0.03,8.0,73.0,4200.0,5.0
0.0,0.94,0.01,5.0,19.0,3664.0,3.0
0.14,0.74,0.07,8.0,30.0,2347.0,4.0
0.03,0.88,0.02,7.0,36.0,3810.0,3.0
0.16,0.77,0.06,6.0,44.0,2931.0,7.0
0.17,0.7,0.1,12.0,57.0,5984.0,12.0
0.02,0.87,0.05,12.0,46.0,1891.0,8.0
0.1,0.79,0.03,67.0,60.0,5189.0,6.0
0.01,0.94,0.02,49.0,35.0,1829.0,9.0
0.07,0.82,0.01,8.0,31.0,2585.0,8.0
0.53,0.31,0.13,13.0,75.0,3667.0,34.0
0.69,0.13,0.13,33.0,63.0,5655.0,50.0
0.55,0.29,0.09,58.0,77.0,2777.0,38.0
0.04,0.93,0.01,35.0,30.0,2102.0,3.0
0.11,0.81,0.05,54.0,55.0,3358.0,7.0
,,,,0.0,0.0,
0.04,0.63,0.2,6.0,66.0,4616.0,5.0
0.12,0.31,0.23,5.0,49.0,4283.0,3.0
0.05,0.69,0.11,3.0,67.0,4316.0,5.0
0.2,0.4,0.38,10.0,60.0,3892.0,11.0
0.01,0.56,0.22,7.0,50.0,5723.0,7.0
0.01,0.68,0.12,3.0,37.0,3703.0,3.0
0.0,0.76,0.09,8.0,28.0,1398.0,1.0
0.02,0.39,0.04,2.0,3.0,3796.0,8.0
0.02,0.48,0.06,1.0,3.0,2751.0,2.0
0.01,0.79,0.09,2.0,19.0,1537.0,1.0
0.05,0.67,0.08,5.0,12.0,2100.0,1.0
0.0,0.82,0.03,2.0,21.0,713.0,2.0
0.03,0.77,0.06,5.0,43.0,1077.0,1.0
0.0,0.74,0.04,3.0,23.0,658.0,2.0
0.05,0.52,0.21,9.0,30.0,4021.0,3.0
0.07,0.33,0.5,34.0,60.0,5469.0,15.0
0.03,0.27,0.63,22.0,56.0,4316.0,5.0
0.05,0.66,0.23,10.0,73.0,2139.0,3.0
0.01,0.72,0.18,23.0,57.0,3514.0,9.0
0.21,0.51,0.24,7.0,62.0,4919.0,17.0
0.04,0.63,0.24,4.0,64.0,5092.0,7.0
0.08,0.22,0.64,17.0,81.0,5621.0,17.0
0.19,0.19,0.52,20.0,74.0,2654.0,14.0
0.32,0.33,0.28,8.0,68.0,2723.0,0.0
0.25,0.33,0.38,6.0,78.0,2677.0,8.0
0.09,0.26,0.56,6.0,30.0,4694.0,19.0
0.05,0.56,0.14,6.0,30.0,1538.0,3.0
0.0,0.72,0.07,6.0,23.0,784.0,2.0
0.01,0.71,0.02,4.0,12.0,886.0,1.0
0.0,0.71,0.06,3.0,10.0,857.0,4.0
0.0,0.76,0.06,7.0,30.0,1037.0,4.0
0.0,0.83,0.06,2.0,45.0,765.0,3.0
0.0,0.54,0.07,1.0,7.0,1023.0,1.0
0.02,0.81,0.0,2.0,8.0,993.0,6.0
0.0,0.82,0.12,8.0,48.0,441.0,3.0
0.04,0.79,0.12,14.0,55.0,806.0,3.0
0.0,0.8,0.13,8.0,34.0,558.0,4.0
0.01,0.71,0.14,1.0,2.0,2895.0,6.0
0.0,0.88,0.07,8.0,48.0,1521.0,8.0
0.13,0.41,0.3,5.0,43.0,3382.0,2.0
0.31,0.22,0.16,1.0,8.0,3305.0,10.0
0.37,0.34,0.2,2.0,16.0,2284.0,6.0
0.29,0.42,0.05,0.0,11.0,2337.0,4.0
0.48,0.1,0.32,2.0,50.0,3125.0,10.0
0.44,0.09,0.31,1.0,22.0,4514.0,19.0
0.18,0.37,0.08,3.0,16.0,1514.0,0.0
0.25,0.29,0.08,0.0,0.0,2749.0,6.0
0.37,0.28,0.1,3.0,10.0,3135.0,3.0
0.06,0.59,0.07,2.0,15.0,3242.0,6.0
0.02,0.81,0.03,5.0,16.0,2665.0,2.0
0.03,0.84,0.05,4.0,17.0,1789.0,1.0
0.02,0.82,0.06,3.0,12.0,2315.0,3.0
0.0,0.69,0.04,6.0,33.0,1608.0,1.0
0.02,0.76,0.05,5.0,6.0,2078.0,1.0
0.08,0.56,0.09,5.0,1.0,3231.0,2.0
0.03,0.66,0.08,0.0,1.0,3344.0,2.0
0.02,0.74,0.03,3.0,20.0,3646.0,0.0
0.01,0.83,0.08,7.0,49.0,1994.0,4.0
0.0,0.69,0.02,2.0,8.0,3139.0,3.0
0.11,0.53,0.2,2.0,11.0,2888.0,4.0
0.0,0.79,0.05,3.0,23.0,2156.0,1.0
0.08,0.86,0.08,5.0,58.0,1909.0,3.0
0.0,0.66,0.04,4.0,10.0,1936.0,0.0
0.05,0.38,0.03,2.0,1.0,2066.0,1.0
0.05,0.67,0.07,2.0,9.0,1158.0,4.0
0.03,0.58,0.02,2.0,6.0,2197.0,6.0
0.03,0.6,0.05,5.0,20.0,1961.0,3.0
0.12,0.54,0.09,1.0,5.0,2692.0,3.0
0.01,0.93,0.01,9.0,16.0,292.0,5.0
0.0,0.91,0.06,11.0,21.0,904.0,5.0
0.02,0.87,0.05,8.0,56.0,3340.0,14.0
0.07,0.86,0.05,8.0,27.0,290.0,5.0
0.07,0.85,0.04,13.0,13.0,566.0,2.0
0.0,0.85,0.13,8.0,41.0,124.0,3.0
0.02,0.78,0.1,8.0,13.0,183.0,0.0
0.01,0.89,0.06,3.0,7.0,493.0,5.0
0.02,0.85,0.11,6.0,10.0,622.0,3.0
0.0,0.91,0.03,6.0,15.0,1087.0,3.0
0.0,0.9,0.06,18.0,45.0,254.0,3.0
0.0,0.95,0.04,9.0,32.0,383.0,4.0
0.03,0.87,0.04,6.0,20.0,1052.0,7.0
0.0,0.92,0.06,8.0,49.0,461.0,2.0
0.0,0.9,0.05,11.0,35.0,1153.0,9.0
0.0,0.91,0.05,11.0,25.0,1017.0,6.0
0.05,0.82,0.07,12.0,10.0,1034.0,5.0
0.04,0.89,0.05,7.0,35.0,285.0,2.0
0.0,0.91,0.05,10.0,25.0,2688.0,8.0
0.07,0.83,0.07,3.0,31.0,1470.0,5.0
0.01,0.92,0.05,9.0,57.0,1320.0,10.0
0.0,0.81,0.16,15.0,47.0,997.0,4.0
0.01,0.8,0.11,6.0,13.0,846.0,2.0
0.0,0.9,0.05,4.0,27.0,168.0,2.0
0.07,0.77,0.05,4.0,19.0,652.0,3.0
0.0,0.94,0.03,2.0,53.0,957.0,1.0
0.02,0.91,0.03,11.0,41.0,602.0,7.0
0.01,0.87,0.01,8.0,16.0,977.0,4.0
0.03,0.74,0.17,11.0,47.0,2801.0,15.0
0.05,0.78,0.1,11.0,68.0,2643.0,6.0
0.0,0.96,0.02,12.0,46.0,225.0,9.0
0.0,0.92,0.04,7.0,18.0,886.0,7.0
0.03,0.83,0.11,13.0,15.0,1138.0,5.0
0.01,0.87,0.07,20.0,34.0,168.0,4.0
